opeid8,award_year,descriptor,raw_values,normalized_values
00238900,2012-2013,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris | UNIVERSITY OF MINNESOTA - MORRIS,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2013-2014,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2014-2015,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2015-2016,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2016-2017,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00238900,2017-2018,school,UNIVERSITY OF MINNESOTA | University of Minnesota - Morris,UNIVERSITY OF MINNESOTA | UNIVERSITY OF MINNESOTA MORRIS
00239100,2013-2014,school,William Mitchell College of Law | MITCHELL HAMLINE SCHOOL OF LAW,WILLIAM MITCHELL COLLEGE OF LAW | MITCHELL HAMLINE SCHOOL OF LAW
00239300,2014-2015,school,MINNESOTA STATE COLLEGE SOUTHEAST | Minnesota State College - Southeast Technical,MINNESOTA STATE COLLEGE SOUTHEAST | MINNESOTA STATE COLLEGE SOUTHEAST TECHNICAL
00239300,2015-2016,school,MINNESOTA STATE COLLEGE SOUTHEAST | Minnesota State College-Southeast Technical,MINNESOTA STATE COLLEGE SOUTHEAST | MINNESOTA STATE COLLEGE SOUTHEAST TECHNICAL
00239700,1999-2000,school,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY
00239700,2000-2001,school,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY
00239700,2001-2002,school,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY
00239700,2002-2003,school,BELHAVEN COLLEGE | Belhaven College | BELHAVEN UNIVERSITY,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY
00239700,2003-2004,school,BELHAVEN COLLEGE | Belhaven College | BELHAVEN UNIVERSITY,BELHAVEN COLLEGE | BELHAVEN UNIVERSITY
00239700,2004-2005,school,BELHAVEN UNIVERSITY | Belhaven College,BELHAVEN UNIVERSITY | BELHAVEN COLLEGE
00239700,2005-2006,school,BELHAVEN UNIVERSITY | Belhaven College,BELHAVEN UNIVERSITY | BELHAVEN COLLEGE
00239700,2007-2008,school,BELHAVEN UNIVERSITY | Belhaven College,BELHAVEN UNIVERSITY | BELHAVEN COLLEGE
00239700,2008-2009,school,BELHAVEN UNIVERSITY | Belhaven College,BELHAVEN UNIVERSITY | BELHAVEN COLLEGE
00239800,2020-2021,school,BLUE MOUNTAIN CHRISTIAN UNIVERSITY | Blue Mountain College,BLUE MOUNTAIN CHRISTIAN UNIVERSITY | BLUE MOUNTAIN COLLEGE
00239800,2021-2022,school,BLUE MOUNTAIN CHRISTIAN UNIVERSITY | Blue Mountain College,BLUE MOUNTAIN CHRISTIAN UNIVERSITY | BLUE MOUNTAIN COLLEGE
00244700,2001-2002,school,WILLIAM CAREY UNIVERSITY | WILLIAM CAREY COLLEGE,WILLIAM CAREY UNIVERSITY | WILLIAM CAREY COLLEGE
00244700,2002-2003,school,WILLIAM CAREY UNIVERSITY | William Carey College,WILLIAM CAREY UNIVERSITY | WILLIAM CAREY COLLEGE
00244700,2003-2004,school,WILLIAM CAREY UNIVERSITY | William Carey College,WILLIAM CAREY UNIVERSITY | WILLIAM CAREY COLLEGE
00244700,2004-2005,school,WILLIAM CAREY UNIVERSITY | William Carey College,WILLIAM CAREY UNIVERSITY | WILLIAM CAREY COLLEGE
00244700,2005-2006,school,WILLIAM CAREY UNIVERSITY | William Carey College,WILLIAM CAREY UNIVERSITY | WILLIAM CAREY COLLEGE
00244800,2001-2002,school,WOOD COLLEGE | WOOD JR COLLEGE,WOOD COLLEGE | WOOD JR COLLEGE
00244900,2001-2002,school,AVILA UNIVERSITY | AVILA COLLEGE,AVILA UNIVERSITY | AVILA COLLEGE
00244900,2002-2003,school,AVILA UNIVERSITY | Avila College,AVILA UNIVERSITY | AVILA COLLEGE
00245000,2014-2015,school,CALVARY UNIVERSITY | Calvary Bible College,CALVARY UNIVERSITY | CALVARY BIBLE COLLEGE
00245300,2001-2002,school,CENTRAL METHODIST UNIVERSITY | CENTRAL METHODIST COLLEGE,CENTRAL METHODIST UNIVERSITY | CENTRAL METHODIST COLLEGE
00245300,2002-2003,school,CENTRAL METHODIST UNIVERSITY | Central Methodist College,CENTRAL METHODIST UNIVERSITY | CENTRAL METHODIST COLLEGE
00245300,2003-2004,school,CENTRAL METHODIST UNIVERSITY | Central Methodist College,CENTRAL METHODIST UNIVERSITY | CENTRAL METHODIST COLLEGE
00245300,2004-2005,school,CENTRAL METHODIST UNIVERSITY | Central Methodist College,CENTRAL METHODIST UNIVERSITY | CENTRAL METHODIST COLLEGE
00245400,2001-2002,school,UNIVERSITY OF CENTRAL MISSOURI | CENTRAL MISSOURI STATE UNIVERSITY,UNIVERSITY OF CENTRAL MISSOURI | CENTRAL MISSOURI STATE UNIVERSITY
00245400,2002-2003,school,UNIVERSITY OF CENTRAL MISSOURI | Central Missouri State University,UNIVERSITY OF CENTRAL MISSOURI | CENTRAL MISSOURI STATE UNIVERSITY
00245400,2003-2004,school,UNIVERSITY OF CENTRAL MISSOURI | Central Missouri State University,UNIVERSITY OF CENTRAL MISSOURI | CENTRAL MISSOURI STATE UNIVERSITY
00245400,2004-2005,school,UNIVERSITY OF CENTRAL MISSOURI | Central Missouri State University,UNIVERSITY OF CENTRAL MISSOURI | CENTRAL MISSOURI STATE UNIVERSITY
00245400,2005-2006,school,UNIVERSITY OF CENTRAL MISSOURI | Central Missouri State University,UNIVERSITY OF CENTRAL MISSOURI | CENTRAL MISSOURI STATE UNIVERSITY
00246400,2001-2002,school,FONTBONNE UNIVERSITY | FONTBONNE COLLEGE,FONTBONNE UNIVERSITY | FONTBONNE COLLEGE
00246600,2001-2002,school,HARRIS - STOWE STATE UNIVERSITY | HARRIS-STOWE STATE COLLEGE,HARRIS STOWE STATE UNIVERSITY | HARRIS STOWE STATE COLLEGE
00246600,2002-2003,school,HARRIS - STOWE STATE UNIVERSITY | Harris - Stowe State College,HARRIS STOWE STATE UNIVERSITY | HARRIS STOWE STATE COLLEGE
00246600,2003-2004,school,HARRIS - STOWE STATE UNIVERSITY | Harris - Stowe State College,HARRIS STOWE STATE UNIVERSITY | HARRIS STOWE STATE COLLEGE
00246600,2004-2005,school,HARRIS - STOWE STATE UNIVERSITY | Harris - Stowe State College,HARRIS STOWE STATE UNIVERSITY | HARRIS STOWE STATE COLLEGE
00246600,2005-2006,school,HARRIS - STOWE STATE UNIVERSITY | Harris - Stowe State College,HARRIS STOWE STATE UNIVERSITY | HARRIS STOWE STATE COLLEGE
00247100,2001-2002,school,SAINT LOUIS COMMUNITY COLLEGE | ST LOUIS CMTY COLLEGE,SAINT LOUIS COMMUNITY COLLEGE | ST LOUIS CMTY COLLEGE
00247400,2002-2003,school,THE UNIVERSITY OF THE HEALTH SCIENCES | KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,UNIVERSITY OF THE HEALTH SCIENCES | KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES
00247400,2003-2004,school,University of Health Sciences (The) | KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,UNIVERSITY OF HEALTH SCIENCES | KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES
00247700,2001-2002,school,KIRKSVILLE COLLEGE/OSTEOPATHIC MED | A. T. STILL UNIVERSITY OF HEALTH SCIENCES,KIRKSVILLE COLLEGE OSTEOPATHIC MED | A T STILL UNIVERSITY OF HEALTH SCIENCES
00247700,2002-2003,school,Kirksville College of Osteopathic Medicine | A. T. STILL UNIVERSITY OF HEALTH SCIENCES,KIRKSVILLE COLLEGE OF OSTEOPATHIC MEDICINE | A T STILL UNIVERSITY OF HEALTH SCIENCES
00248200,2001-2002,school,MARYVILLE UNIVERSITY OF SAINT LOUIS | MARYVILLE UNIVERSITY,MARYVILLE UNIVERSITY OF SAINT LOUIS | MARYVILLE UNIVERSITY
00248200,2002-2003,school,MARYVILLE UNIVERSITY OF SAINT LOUIS | MARYVILLE UNIVERSITY,MARYVILLE UNIVERSITY OF SAINT LOUIS | MARYVILLE UNIVERSITY
00248400,2001-2002,school,METROPOLITAN COMMUNITY COLLEGE | METROPOLITAN COMMUNITY COLLEGES,METROPOLITAN COMMUNITY COLLEGE | METROPOLITAN COMMUNITY COLLEGES
00248400,2002-2003,school,METROPOLITAN COMMUNITY COLLEGE | Metropolitan Community Colleges,METROPOLITAN COMMUNITY COLLEGE | METROPOLITAN COMMUNITY COLLEGES
00248400,2003-2004,school,METROPOLITAN COMMUNITY COLLEGE | Metropolitan Community Colleges,METROPOLITAN COMMUNITY COLLEGE | METROPOLITAN COMMUNITY COLLEGES
00248400,2004-2005,school,METROPOLITAN COMMUNITY COLLEGE | Metropolitan Community Colleges,METROPOLITAN COMMUNITY COLLEGE | METROPOLITAN COMMUNITY COLLEGES
00248400,2005-2006,school,METROPOLITAN COMMUNITY COLLEGE | Metropolitan Community Colleges,METROPOLITAN COMMUNITY COLLEGE | METROPOLITAN COMMUNITY COLLEGES
00248800,2001-2002,school,MISSOURI SOUTHERN STATE UNIVERSITY | MISSOURI SOUTHERN STATE COLLEGE,MISSOURI SOUTHERN STATE UNIVERSITY | MISSOURI SOUTHERN STATE COLLEGE
00248800,2002-2003,school,MISSOURI SOUTHERN STATE UNIVERSITY | Missouri Southern State College,MISSOURI SOUTHERN STATE UNIVERSITY | MISSOURI SOUTHERN STATE COLLEGE
00248800,2003-2004,school,MISSOURI SOUTHERN STATE UNIVERSITY | Missouri Southern State College,MISSOURI SOUTHERN STATE UNIVERSITY | MISSOURI SOUTHERN STATE COLLEGE
00248800,2004-2005,school,MISSOURI SOUTHERN STATE UNIVERSITY | Missouri Southern State University - Joplin,MISSOURI SOUTHERN STATE UNIVERSITY | MISSOURI SOUTHERN STATE UNIVERSITY JOPLIN
00248800,2005-2006,school,MISSOURI SOUTHERN STATE UNIVERSITY | Missouri Southern State University - Joplin,MISSOURI SOUTHERN STATE UNIVERSITY | MISSOURI SOUTHERN STATE UNIVERSITY JOPLIN
00249000,2001-2002,school,MISSOURI WESTERN STATE UNIVERSITY | MISSOURI WESTERN STATE COLLEGE,MISSOURI WESTERN STATE UNIVERSITY | MISSOURI WESTERN STATE COLLEGE
00249000,2002-2003,school,MISSOURI WESTERN STATE UNIVERSITY | Missouri Western State College,MISSOURI WESTERN STATE UNIVERSITY | MISSOURI WESTERN STATE COLLEGE
00249000,2003-2004,school,MISSOURI WESTERN STATE UNIVERSITY | Missouri Western State College,MISSOURI WESTERN STATE UNIVERSITY | MISSOURI WESTERN STATE COLLEGE
00249000,2004-2005,school,MISSOURI WESTERN STATE UNIVERSITY | Missouri Western State College,MISSOURI WESTERN STATE UNIVERSITY | MISSOURI WESTERN STATE COLLEGE
00249000,2005-2006,school,MISSOURI WESTERN STATE UNIVERSITY | Missouri Western State College,MISSOURI WESTERN STATE UNIVERSITY | MISSOURI WESTERN STATE COLLEGE
00249600,2001-2002,school,NORTHWEST MISSOURI STATE UNIVERSITY | NORTHWEST MISSOURI STATE UNIV,NORTHWEST MISSOURI STATE UNIVERSITY | NORTHWEST MISSOURI STATE UNIV
00250100,2001-2002,school,SOUTHEAST MISSOURI STATE UNIVERSITY | SOUTHEAST MISSOURI STATE UNIV,SOUTHEAST MISSOURI STATE UNIVERSITY | SOUTHEAST MISSOURI STATE UNIV
00250300,2001-2002,school,MISSOURI STATE UNIVERSITY | SOUTHWEST MISSOURI STATE UNIV,MISSOURI STATE UNIVERSITY | SOUTHWEST MISSOURI STATE UNIV
00250300,2002-2003,school,MISSOURI STATE UNIVERSITY | Southwest Missouri State University,MISSOURI STATE UNIVERSITY | SOUTHWEST MISSOURI STATE UNIVERSITY
00250300,2003-2004,school,MISSOURI STATE UNIVERSITY | Southwest Missouri State University,MISSOURI STATE UNIVERSITY | SOUTHWEST MISSOURI STATE UNIVERSITY
00250300,2004-2005,school,MISSOURI STATE UNIVERSITY | Southwest Missouri State University,MISSOURI STATE UNIVERSITY | SOUTHWEST MISSOURI STATE UNIVERSITY
00250300,2005-2006,school,MISSOURI STATE UNIVERSITY | Southwest Missouri State University,MISSOURI STATE UNIVERSITY | SOUTHWEST MISSOURI STATE UNIVERSITY
00250400,2016-2017,school,St. Louis College of Pharmacy | Saint Louis College of Pharmacy,ST LOUIS COLLEGE OF PHARMACY | SAINT LOUIS COLLEGE OF PHARMACY
00250400,2018-2019,school,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST. LOUIS | St. Louis College Of Pharmacy,UNIVERSITY OF HEALTH SCIENCES AND PHARMACY IN ST LOUIS | ST LOUIS COLLEGE OF PHARMACY
00250600,1999-2000,school,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2000-2001,school,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2001-2002,school,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2002-2003,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2003-2004,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2004-2005,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2005-2006,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2006-2007,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2007-2008,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2008-2009,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00250600,2009-2010,school,ST LOUIS UNIVERSITY | Saint Louis University | SAINT LOUIS UNIVERSITY,ST LOUIS UNIVERSITY | SAINT LOUIS UNIVERSITY
00251700,1999-2000,school,UNIVERSITY OF MISSOURI - ROLLA | MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,UNIVERSITY OF MISSOURI ROLLA | MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY
00251700,2000-2001,school,UNIVERSITY OF MISSOURI - ROLLA | MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,UNIVERSITY OF MISSOURI ROLLA | MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY
00251700,2001-2002,school,UNIVERSITY OF MISSOURI - ROLLA | UNIVERSITY OF MISSOURI-ROLLA | MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,UNIVERSITY OF MISSOURI ROLLA | MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY
00251700,2002-2003,school,MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY | University of Missouri - Rolla,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY | UNIVERSITY OF MISSOURI ROLLA
00251700,2003-2004,school,MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY | University of Missouri - Rolla,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY | UNIVERSITY OF MISSOURI ROLLA
00251700,2004-2005,school,MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY | University of Missouri - Rolla,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY | UNIVERSITY OF MISSOURI ROLLA
00251700,2005-2006,school,MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY | University of Missouri - Rolla,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY | UNIVERSITY OF MISSOURI ROLLA
00252000,2001-2002,school,WASHINGTON UNIVERSITY IN ST. LOUIS | WASHINGTON UNIVERSITY,WASHINGTON UNIVERSITY IN ST LOUIS | WASHINGTON UNIVERSITY
00252000,2002-2003,school,WASHINGTON UNIVERSITY IN ST. LOUIS | Washington University,WASHINGTON UNIVERSITY IN ST LOUIS | WASHINGTON UNIVERSITY
00252000,2003-2004,school,WASHINGTON UNIVERSITY IN ST. LOUIS | Washington University,WASHINGTON UNIVERSITY IN ST LOUIS | WASHINGTON UNIVERSITY
00252200,2001-2002,school,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE | WENTWORTH MILITARY ACADEMY,WENTWORTH MILITARY ACADEMY AND JUNIOR COLLEGE | WENTWORTH MILITARY ACADEMY
00252200,2002-2003,school,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE | Wentworth Military Academy,WENTWORTH MILITARY ACADEMY AND JUNIOR COLLEGE | WENTWORTH MILITARY ACADEMY
00252200,2003-2004,school,WENTWORTH MILITARY ACADEMY & JUNIOR COLLEGE | Wentworth Military Academy,WENTWORTH MILITARY ACADEMY AND JUNIOR COLLEGE | WENTWORTH MILITARY ACADEMY
00252200,2012-2013,school,WENTWORTH MILITARY ACADEMY AND COLLEGE | Wentworth Military Academy & Junior College,WENTWORTH MILITARY ACADEMY AND COLLEGE | WENTWORTH MILITARY ACADEMY AND JUNIOR COLLEGE
00252200,2013-2014,school,WENTWORTH MILITARY ACADEMY AND COLLEGE | Wentworth Military Academy & Junior College,WENTWORTH MILITARY ACADEMY AND COLLEGE | WENTWORTH MILITARY ACADEMY AND JUNIOR COLLEGE
00252700,2015-2016,school,UNIVERSITY OF PROVIDENCE | University of Great Falls,UNIVERSITY OF PROVIDENCE | UNIVERSITY OF GREAT FALLS
00253100,2016-2017,school,Montana Technological University | Montana Tech of the University of Montana,MONTANA TECHNOLOGICAL UNIVERSITY | MONTANA TECH OF THE UNIVERSITY OF MONTANA
00253200,2001-2002,school,MONTANA STATE UNIVERSITY - BOZEMAN | MONTANA STATE UNIVERSITY,MONTANA STATE UNIVERSITY BOZEMAN | MONTANA STATE UNIVERSITY
00253200,2002-2003,school,MONTANA STATE UNIVERSITY - BOZEMAN | MONTANA STATE UNIVERSITY,MONTANA STATE UNIVERSITY BOZEMAN | MONTANA STATE UNIVERSITY
00253700,2001-2002,school,UNIVERSITY OF MONTANA WESTERN (THE) | WESTERN MT COL OF THE UNIV OF MONTANA,UNIVERSITY OF MONTANA WESTERN | WESTERN MT COL OF THE UNIV OF MONTANA
00254400,2014-2015,school,DOANE UNIVERSITY | Doane College,DOANE UNIVERSITY | DOANE COLLEGE
00255100,2001-2002,school,UNIVERSITY OF NEBRASKA - KEARNEY | UNIVERSITY OF NEBRASKA AT KEARNEY,UNIVERSITY OF NEBRASKA KEARNEY | UNIVERSITY OF NEBRASKA AT KEARNEY
00255100,2002-2003,school,UNIVERSITY OF NEBRASKA - KEARNEY | UNIVERSITY OF NEBRASKA AT KEARNEY,UNIVERSITY OF NEBRASKA KEARNEY | UNIVERSITY OF NEBRASKA AT KEARNEY
00255300,2008-2009,school,MIDLAND UNIVERSITY | Midland Lutheran College,MIDLAND UNIVERSITY | MIDLAND LUTHERAN COLLEGE
00255400,2016-2017,school,University of Nebraska at Omaha | University of Nebraska - Omaha,UNIVERSITY OF NEBRASKA AT OMAHA | UNIVERSITY OF NEBRASKA OMAHA
00255700,2001-2002,school,MID-PLAINS COMMUNITY COLLEGE | MID-PLAINS CMTY COLLEGE,MID PLAINS COMMUNITY COLLEGE | MID PLAINS CMTY COLLEGE
00256300,2021-2022,school,UNION ADVENTIST UNIVERSITY | Union College,UNION ADVENTIST UNIVERSITY | UNION COLLEGE
00256500,2001-2002,school,UNIVERSITY OF NEBRASKA | UNIVERSITY OF NEBRASKA-LINCOLN,UNIVERSITY OF NEBRASKA | UNIVERSITY OF NEBRASKA LINCOLN
00256700,2020-2021,school,YORK UNIVERSITY | York College,YORK UNIVERSITY | YORK COLLEGE
00257500,2001-2002,school,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE
00257500,2002-2003,school,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE
00257500,2003-2004,school,FRANKLIN PIERCE UNIVERSITY | Franklin Pierce College,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE
00257500,2004-2005,school,FRANKLIN PIERCE UNIVERSITY | Franklin Pierce College,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE
00257500,2005-2006,school,FRANKLIN PIERCE UNIVERSITY | Franklin Pierce College,FRANKLIN PIERCE UNIVERSITY | FRANKLIN PIERCE COLLEGE
00258000,2001-2002,school,SOUTHERN NEW HAMPSHIRE UNIVERSITY | NEW HAMPSHIRE COLLEGE,SOUTHERN NEW HAMPSHIRE UNIVERSITY | NEW HAMPSHIRE COLLEGE
00258100,1999-2000,school,NEW HAMPSHIRE TECHNICAL INSTITUTE | NHTI - CONCORD'S COMMUNITY COLLEGE,NEW HAMPSHIRE TECHNICAL INSTITUTE | NHTI CONCORDS COMMUNITY COLLEGE
00258100,2000-2001,school,NEW HAMPSHIRE TECHNICAL INSTITUTE | NHTI - CONCORD'S COMMUNITY COLLEGE,NEW HAMPSHIRE TECHNICAL INSTITUTE | NHTI CONCORDS COMMUNITY COLLEGE
00258100,2001-2002,school,NEW HAMPSHIRE TECHNICAL INSTITUTE | NEW HAMPSHIRE TECH INST-CONCORD | NHTI - CONCORD'S COMMUNITY COLLEGE,NEW HAMPSHIRE TECHNICAL INSTITUTE | NEW HAMPSHIRE TECH INST CONCORD | NHTI CONCORDS COMMUNITY COLLEGE
00258100,2002-2003,school,NHTI - CONCORD'S COMMUNITY COLLEGE | New Hampshire Technical Institute,NHTI CONCORDS COMMUNITY COLLEGE | NEW HAMPSHIRE TECHNICAL INSTITUTE
00258100,2003-2004,school,NHTI - CONCORD'S COMMUNITY COLLEGE | New Hampshire Technical Institute,NHTI CONCORDS COMMUNITY COLLEGE | NEW HAMPSHIRE TECHNICAL INSTITUTE
00258100,2004-2005,school,NHTI - CONCORD'S COMMUNITY COLLEGE | New Hampshire Technical Institute,NHTI CONCORDS COMMUNITY COLLEGE | NEW HAMPSHIRE TECHNICAL INSTITUTE
00258100,2005-2006,school,NHTI - CONCORD'S COMMUNITY COLLEGE | New Hampshire Technical Institute,NHTI CONCORDS COMMUNITY COLLEGE | NEW HAMPSHIRE TECHNICAL INSTITUTE
00258200,1999-2000,school,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER | MANCHESTER COMMUNITY COLLEGE,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER | MANCHESTER COMMUNITY COLLEGE
00258200,2000-2001,school,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER | MANCHESTER COMMUNITY COLLEGE,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER | MANCHESTER COMMUNITY COLLEGE
00258200,2001-2002,school,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE | MANCHESTER COMMUNITY COLLEGE,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE | MANCHESTER COMMUNITY COLLEGE
00258200,2002-2003,school,MANCHESTER COMMUNITY COLLEGE | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE,MANCHESTER COMMUNITY COLLEGE | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE
00258200,2003-2004,school,MANCHESTER COMMUNITY COLLEGE | New Hampshire Community Technical College at Manchester/Stratham,MANCHESTER COMMUNITY COLLEGE | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER STRATHAM
00258200,2004-2005,school,MANCHESTER COMMUNITY COLLEGE | New Hampshire Community Technical College at Manchester/Stratham,MANCHESTER COMMUNITY COLLEGE | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER STRATHAM
00258200,2005-2006,school,MANCHESTER COMMUNITY COLLEGE | New Hampshire Community Technical College at Manchester/Stratham,MANCHESTER COMMUNITY COLLEGE | NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER STRATHAM
00258600,2010-2011,school,RIVIER UNIVERSITY | Rivier College,RIVIER UNIVERSITY | RIVIER COLLEGE
00259100,1999-2000,school,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI
00259100,2000-2001,school,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI
00259100,2001-2002,school,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE COLLEGE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE COLLEGE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI
00259100,2002-2003,school,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | Plymouth State College of the University System of New Hampshire | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE COLLEGE OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE | PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI
