opeid8,award_year,descriptor,raw_values,normalized_values
02312300,2003-2004,school,LA' JAMES INTERNATIONAL COLLEGE | La'James College of Hairstyling,LA JAMES INTERNATIONAL COLLEGE | LAJAMES COLLEGE OF HAIRSTYLING
02312300,2004-2005,school,LA' JAMES INTERNATIONAL COLLEGE | La James College of Hairstyling,LA JAMES INTERNATIONAL COLLEGE | LA JAMES COLLEGE OF HAIRSTYLING
02312300,2005-2006,school,LA' JAMES INTERNATIONAL COLLEGE | La James College of Hairstyling,LA JAMES INTERNATIONAL COLLEGE | LA JAMES COLLEGE OF HAIRSTYLING
02312400,2001-2002,school,LA COLLEGE INTERNATIONAL | INSTITUTE OF COMPUTER TECHNOLOGY,LA COLLEGE INTERNATIONAL | INSTITUTE OF COMPUTER TECHNOLOGY
02312400,2002-2003,school,LA COLLEGE INTERNATIONAL | Institute of Computer Technology,LA COLLEGE INTERNATIONAL | INSTITUTE OF COMPUTER TECHNOLOGY
02312400,2003-2004,school,LA COLLEGE INTERNATIONAL | Institute of Computer Technology,LA COLLEGE INTERNATIONAL | INSTITUTE OF COMPUTER TECHNOLOGY
02312400,2004-2005,school,LA COLLEGE INTERNATIONAL | Institute of Computer Technology,LA COLLEGE INTERNATIONAL | INSTITUTE OF COMPUTER TECHNOLOGY
02312400,2005-2006,school,LA COLLEGE INTERNATIONAL | Institute of Computer Technology,LA COLLEGE INTERNATIONAL | INSTITUTE OF COMPUTER TECHNOLOGY
02313900,2002-2003,school,WESTWOOD COLLEGE - O'HARE AIRPORT | Vanderschmidt School (The),WESTWOOD COLLEGE OHARE AIRPORT | VANDERSCHMIDT SCHOOL
02313900,2003-2004,school,WESTWOOD COLLEGE - O'HARE AIRPORT | Westwood College of Technology,WESTWOOD COLLEGE OHARE AIRPORT | WESTWOOD COLLEGE OF TECHNOLOGY
02316200,2002-2003,school,MIAMI LAKES EDUCATIONAL CENTER | Miami Lakes Technical Education Center,MIAMI LAKES EDUCATIONAL CENTER | MIAMI LAKES TECHNICAL EDUCATION CENTER
02316200,2013-2014,school,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE | Miami Lakes Educational Center,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE | MIAMI LAKES EDUCATIONAL CENTER
02316600,2016-2017,school,Cortiva Institute | Connecticut Center For Massage Therapy,CORTIVA INSTITUTE | CONNECTICUT CENTER FOR MASSAGE THERAPY
02317200,2011-2012,school,MARANATHA BAPTIST UNIVERSITY | Maranatha Baptist Bible College,MARANATHA BAPTIST UNIVERSITY | MARANATHA BAPTIST BIBLE COLLEGE
02317200,2012-2013,school,MARANATHA BAPTIST UNIVERSITY | Maranatha Baptist Bible College,MARANATHA BAPTIST UNIVERSITY | MARANATHA BAPTIST BIBLE COLLEGE
02318200,1999-2000,school,KD STUDIO | KDHSTUDIO,KD STUDIO | KDHSTUDIO
02318600,2001-2002,school,EVEREST INSTITUTE | GEORGIA MEDICAL INSTITUTE,EVEREST INSTITUTE | GEORGIA MEDICAL INSTITUTE
02318600,2002-2003,school,EVEREST INSTITUTE | Georgia Medical Institute,EVEREST INSTITUTE | GEORGIA MEDICAL INSTITUTE
02318600,2003-2004,school,EVEREST INSTITUTE | Georgia Medical Institute,EVEREST INSTITUTE | GEORGIA MEDICAL INSTITUTE
02318600,2004-2005,school,EVEREST INSTITUTE | Georgia Medical Institute,EVEREST INSTITUTE | GEORGIA MEDICAL INSTITUTE
02318600,2005-2006,school,EVEREST INSTITUTE | Georgia Medical Institute,EVEREST INSTITUTE | GEORGIA MEDICAL INSTITUTE
02319800,1999-2000,school,HEADMASTERS SCHOOL OF HAIR DESIGN | TONI&GUY HAIRDRESSING ACADEMY,HEADMASTERS SCHOOL OF HAIR DESIGN | TONI AND GUY HAIRDRESSING ACADEMY
02319800,2000-2001,school,HEADMASTERS SCHOOL OF HAIR DESIGN | TONI&GUY HAIRDRESSING ACADEMY,HEADMASTERS SCHOOL OF HAIR DESIGN | TONI AND GUY HAIRDRESSING ACADEMY
02319800,2001-2002,school,HEADMASTERS SCHOOL OF HAIR DESIGN | TONI&GUY HAIRDRESSING ACADEMY,HEADMASTERS SCHOOL OF HAIR DESIGN | TONI AND GUY HAIRDRESSING ACADEMY
02321300,2001-2002,school,HAWAII THEOLOGICAL SEMINARY | INTERNATIONAL COLLEGE & GRAD SCH,HAWAII THEOLOGICAL SEMINARY | INTERNATIONAL COLLEGE AND GRAD SCH
02321300,2002-2003,school,HAWAII THEOLOGICAL SEMINARY | International College & Graduate School,HAWAII THEOLOGICAL SEMINARY | INTERNATIONAL COLLEGE AND GRADUATE SCHOOL
02321300,2003-2004,school,HAWAII THEOLOGICAL SEMINARY | International College & Graduate School,HAWAII THEOLOGICAL SEMINARY | INTERNATIONAL COLLEGE AND GRADUATE SCHOOL
02321300,2004-2005,school,HAWAII THEOLOGICAL SEMINARY | International College & Graduate School,HAWAII THEOLOGICAL SEMINARY | INTERNATIONAL COLLEGE AND GRADUATE SCHOOL
02321300,2005-2006,school,HAWAII THEOLOGICAL SEMINARY | International College & Graduate School,HAWAII THEOLOGICAL SEMINARY | INTERNATIONAL COLLEGE AND GRADUATE SCHOOL
02325100,2001-2002,school,KEY COLLEGE | ATLANTIC COAST INSTITUTE,KEY COLLEGE | ATLANTIC COAST INSTITUTE
02325100,2002-2003,school,KEY COLLEGE | Atlantic Coast Institute,KEY COLLEGE | ATLANTIC COAST INSTITUTE
02325100,2003-2004,school,KEY COLLEGE | Atlantic Coast Institute,KEY COLLEGE | ATLANTIC COAST INSTITUTE
02325700,2001-2002,school,LABARON HAIRDRESSING ACADEMY | LABARON HAIRDRESSING ACADEMY NEW BEDFORD,LABARON HAIRDRESSING ACADEMY | LABARON HAIRDRESSING ACADEMY NEW BEDFORD
02326000,1999-2000,school,SAN ANTONIO BEAUTY COLLEGE #3 | UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,SAN ANTONIO BEAUTY COLLEGE 3 | UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES
02326000,2000-2001,school,SAN ANTONIO BEAUTY COLLEGE #3 | UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,SAN ANTONIO BEAUTY COLLEGE 3 | UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES
02326000,2001-2002,school,SAN ANTONIO BEAUTY COLLEGE #3 | SAN ANTONIO BEAUTY COLLEGE NO 3 | UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,SAN ANTONIO BEAUTY COLLEGE 3 | SAN ANTONIO BEAUTY COLLEGE NO 3 | UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES
02326000,2002-2003,school,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES | San Antonio Beauty College #3,UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES | SAN ANTONIO BEAUTY COLLEGE 3
02326000,2003-2004,school,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES | San Antonio Beauty College #3,UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES | SAN ANTONIO BEAUTY COLLEGE 3
02326000,2004-2005,school,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES | San Antonio Beauty College #3,UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES | SAN ANTONIO BEAUTY COLLEGE 3
02326000,2005-2006,school,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES | San Antonio Beauty College #3,UNIVERSITY OF COSMETOLOGY ARTS AND SCIENCES | SAN ANTONIO BEAUTY COLLEGE 3
02326200,2002-2003,school,KAPLAN CAREER INSTITUTE | Southeastern Career College,KAPLAN CAREER INSTITUTE | SOUTHEASTERN CAREER COLLEGE
02326200,2003-2004,school,KAPLAN CAREER INSTITUTE | Southeastern Career College,KAPLAN CAREER INSTITUTE | SOUTHEASTERN CAREER COLLEGE
02326200,2004-2005,school,KAPLAN CAREER INSTITUTE | Southeastern Career College,KAPLAN CAREER INSTITUTE | SOUTHEASTERN CAREER COLLEGE
02326200,2005-2006,school,KAPLAN CAREER INSTITUTE | Southeastern Career College,KAPLAN CAREER INSTITUTE | SOUTHEASTERN CAREER COLLEGE
02326200,2012-2013,school,KAPLAN COLLEGE | Kaplan Career Institute,KAPLAN COLLEGE | KAPLAN CAREER INSTITUTE
02326200,2014-2015,school,BRIGHTWOOD COLLEGE | Kaplan College,BRIGHTWOOD COLLEGE | KAPLAN COLLEGE
02326300,2009-2010,school,FORTIS INSTITUTE | MedVance Institute,FORTIS INSTITUTE | MEDVANCE INSTITUTE
02326300,2010-2011,school,MEDVANCE INSTITUTE | Fortis Institute | FORTIS INSTITUTE,MEDVANCE INSTITUTE | FORTIS INSTITUTE
02326300,2011-2012,school,FORTIS INSTITUTE | MedVance Institute,FORTIS INSTITUTE | MEDVANCE INSTITUTE
02326800,1999-2000,school,RESORT & SPA SCHOOLS INTERNATIONAL | MERIDIAN CAREER INSTITUTE,RESORT AND SPA SCHOOLS INTERNATIONAL | MERIDIAN CAREER INSTITUTE
02326800,2000-2001,school,RESORT & SPA SCHOOLS INTERNATIONAL | MERIDIAN CAREER INSTITUTE,RESORT AND SPA SCHOOLS INTERNATIONAL | MERIDIAN CAREER INSTITUTE
02326800,2001-2002,school,RESORT & SPA SCHOOLS INTERNATIONAL | SUNSTATE COLLEGE OF HAIR DESIGN | MERIDIAN CAREER INSTITUTE,RESORT AND SPA SCHOOLS INTERNATIONAL | SUNSTATE COLLEGE OF HAIR DESIGN | MERIDIAN CAREER INSTITUTE
02326800,2002-2003,school,MERIDIAN CAREER INSTITUTE | Sunstate Academy of Hair Design,MERIDIAN CAREER INSTITUTE | SUNSTATE ACADEMY OF HAIR DESIGN
02326800,2003-2004,school,MERIDIAN CAREER INSTITUTE | Sunstate Academy of Hair Design,MERIDIAN CAREER INSTITUTE | SUNSTATE ACADEMY OF HAIR DESIGN
02326800,2005-2006,school,MERIDIAN CAREER INSTITUTE | Sunstate Academy,MERIDIAN CAREER INSTITUTE | SUNSTATE ACADEMY
02326800,2008-2009,school,MERIDIAN COLLEGE | Meridian Career Institute,MERIDIAN COLLEGE | MERIDIAN CAREER INSTITUTE
02326900,2001-2002,school,SUNSTATE ACADEMY | SUNSTATE ACADEMY OF HAIR DESIGN,SUNSTATE ACADEMY | SUNSTATE ACADEMY OF HAIR DESIGN
02326900,2002-2003,school,SUNSTATE ACADEMY | Sunstate Academy of Hair Design,SUNSTATE ACADEMY | SUNSTATE ACADEMY OF HAIR DESIGN
02326900,2003-2004,school,SUNSTATE ACADEMY | Sunstate Academy of Hair Design,SUNSTATE ACADEMY | SUNSTATE ACADEMY OF HAIR DESIGN
02326900,2004-2005,school,SUNSTATE ACADEMY | Sunstate Academy of Hair Design,SUNSTATE ACADEMY | SUNSTATE ACADEMY OF HAIR DESIGN
02326900,2021-2022,school,AVEDA INSTITUTE - FORT MYERS | Sunstate Academy,AVEDA INSTITUTE FORT MYERS | SUNSTATE ACADEMY
02327600,2001-2002,school,ART INSTITUTE OF CALIFORNIA - SAN DIEGO | ART INSTITUTE OF CALIFORNIA,ART INSTITUTE OF CALIFORNIA SAN DIEGO | ART INSTITUTE OF CALIFORNIA
02327600,2002-2003,school,ART INSTITUTE OF CALIFORNIA - SAN DIEGO | ART INSTITUTE OF CALIFORNIA,ART INSTITUTE OF CALIFORNIA SAN DIEGO | ART INSTITUTE OF CALIFORNIA
02330500,2001-2002,school,LAGUNA COLLEGE OF ART AND DESIGN | ART INSTITUTE OF SOUTHERN CALIFORNIA,LAGUNA COLLEGE OF ART AND DESIGN | ART INSTITUTE OF SOUTHERN CALIFORNIA
02330500,2002-2003,school,LAGUNA COLLEGE OF ART AND DESIGN | ART INSTITUTE OF SOUTHERN CALIFORNIA,LAGUNA COLLEGE OF ART AND DESIGN | ART INSTITUTE OF SOUTHERN CALIFORNIA
02330800,1999-2000,school,JEFFERSON SCHOOL OF NURSING | JRMC SCHOOL OF NURSING,JEFFERSON SCHOOL OF NURSING | JRMC SCHOOL OF NURSING
02330800,2000-2001,school,JEFFERSON SCHOOL OF NURSING | JRMC SCHOOL OF NURSING,JEFFERSON SCHOOL OF NURSING | JRMC SCHOOL OF NURSING
02330800,2001-2002,school,JEFFERSON SCHOOL OF NURSING | JRMC SCHOOL OF NURSING,JEFFERSON SCHOOL OF NURSING | JRMC SCHOOL OF NURSING
02331300,2010-2011,school,INTERACTIVE LEARNING SYSTEMS | Interactive Learning Systems | INTERACTIVE COLLEGE OF TECHNOLOGY,INTERACTIVE LEARNING SYSTEMS | INTERACTIVE COLLEGE OF TECHNOLOGY
02331300,2011-2012,school,INTERACTIVE COLLEGE OF TECHNOLOGY | Interactive Learning Systems,INTERACTIVE COLLEGE OF TECHNOLOGY | INTERACTIVE LEARNING SYSTEMS
02332100,1999-2000,school,MARTIN'S COLLEGE OF COSMETOLOGY | EMPIRE BEAUTY SCHOOL,MARTINS COLLEGE OF COSMETOLOGY | EMPIRE BEAUTY SCHOOL
02332100,2000-2001,school,MARTIN'S COLLEGE OF COSMETOLOGY | EMPIRE BEAUTY SCHOOL,MARTINS COLLEGE OF COSMETOLOGY | EMPIRE BEAUTY SCHOOL
02332100,2001-2002,school,MARTIN'S COLLEGE OF COSMETOLOGY | EMPIRE BEAUTY SCHOOL,MARTINS COLLEGE OF COSMETOLOGY | EMPIRE BEAUTY SCHOOL
02332100,2003-2004,school,EMPIRE BEAUTY SCHOOL | Martin's College of Cosmetology,EMPIRE BEAUTY SCHOOL | MARTINS COLLEGE OF COSMETOLOGY
02332100,2004-2005,school,EMPIRE BEAUTY SCHOOL | Martin's College of Cosmetology,EMPIRE BEAUTY SCHOOL | MARTINS COLLEGE OF COSMETOLOGY
02332100,2005-2006,school,EMPIRE BEAUTY SCHOOL | Martin's College of Cosmetology,EMPIRE BEAUTY SCHOOL | MARTINS COLLEGE OF COSMETOLOGY
02332100,2007-2008,school,EMPIRE BEAUTY SCHOOL | Martin's College of Cosmetology,EMPIRE BEAUTY SCHOOL | MARTINS COLLEGE OF COSMETOLOGY
02332200,2001-2002,school,HAIR PROFESSIONALS CAREER COLLEGE | HAIR PROFESSIONALS CAREER,HAIR PROFESSIONALS CAREER COLLEGE | HAIR PROFESSIONALS CAREER
02334400,1999-2000,school,TIDEWATER TECH | CENTURA COLLEGE,TIDEWATER TECH | CENTURA COLLEGE
02334400,2000-2001,school,TIDEWATER TECH | CENTURA COLLEGE,TIDEWATER TECH | CENTURA COLLEGE
02334400,2001-2002,school,TIDEWATER TECH | CENTURA COLLEGE,TIDEWATER TECH | CENTURA COLLEGE
02334400,2002-2003,school,CENTURA COLLEGE | Tidewater Tech,CENTURA COLLEGE | TIDEWATER TECH
02334400,2003-2004,school,CENTURA COLLEGE | Tidewater Tech,CENTURA COLLEGE | TIDEWATER TECH
02334400,2004-2005,school,CENTURA COLLEGE | Tidewater Tech,CENTURA COLLEGE | TIDEWATER TECH
02334400,2005-2006,school,CENTURA COLLEGE | Tidewater Tech,CENTURA COLLEGE | TIDEWATER TECH
02334400,2006-2007,school,CENTURA COLLEGE | Tidewater Tech,CENTURA COLLEGE | TIDEWATER TECH
02338700,1999-2000,school,MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE | MARINELLO SCHOOL OF BEAUTY,MISS MARTYS HAIR ACADEMY AND ESTHETICS INSTITUTE | MARINELLO SCHOOL OF BEAUTY
02338700,2000-2001,school,MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE | MARINELLO SCHOOL OF BEAUTY,MISS MARTYS HAIR ACADEMY AND ESTHETICS INSTITUTE | MARINELLO SCHOOL OF BEAUTY
02338700,2001-2002,school,MISS MARTY'S HAIR ACADEMY & ESTHETICS INSTITUTE | MARINELLO SCHOOL OF BEAUTY,MISS MARTYS HAIR ACADEMY AND ESTHETICS INSTITUTE | MARINELLO SCHOOL OF BEAUTY
02338700,2003-2004,school,MARINELLO SCHOOL OF BEAUTY | Miss Marty's School of Beauty and Hairstyling,MARINELLO SCHOOL OF BEAUTY | MISS MARTYS SCHOOL OF BEAUTY AND HAIRSTYLING
02340500,1999-2000,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2000-2001,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2001-2002,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2002-2003,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2003-2004,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2004-2005,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2005-2006,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2006-2007,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2007-2008,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2008-2009,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2009-2010,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2010-2011,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2011-2012,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2012-2013,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2013-2014,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2014-2015,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2015-2016,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2016-2017,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College of Health Careers,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2017-2018,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2018-2019,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College Of Health Careers,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340500,2019-2020,school,ST. LOUIS COLLEGE OF HEALTH CAREERS | Saint Louis College Of Health Careers,ST LOUIS COLLEGE OF HEALTH CAREERS | SAINT LOUIS COLLEGE OF HEALTH CAREERS
02340700,2002-2003,school,LABARON HAIRDRESSING ACADEMY | La Baron Hairdressing Academy,LABARON HAIRDRESSING ACADEMY | LA BARON HAIRDRESSING ACADEMY
02340700,2003-2004,school,LABARON HAIRDRESSING ACADEMY | La Baron Hairdressing Academy,LABARON HAIRDRESSING ACADEMY | LA BARON HAIRDRESSING ACADEMY
02340700,2004-2005,school,LABARON HAIRDRESSING ACADEMY | La Baron Hairdressing Academy,LABARON HAIRDRESSING ACADEMY | LA BARON HAIRDRESSING ACADEMY
02340700,2005-2006,school,LABARON HAIRDRESSING ACADEMY | La Baron Hairdressing Academy,LABARON HAIRDRESSING ACADEMY | LA BARON HAIRDRESSING ACADEMY
02341000,2002-2003,school,FORTIS COLLEGE | Capps College,FORTIS COLLEGE | CAPPS COLLEGE
02341000,2003-2004,school,FORTIS COLLEGE | Capps College,FORTIS COLLEGE | CAPPS COLLEGE
02341000,2004-2005,school,FORTIS COLLEGE | Capps College,FORTIS COLLEGE | CAPPS COLLEGE
02341000,2005-2006,school,FORTIS COLLEGE | Capps College,FORTIS COLLEGE | CAPPS COLLEGE
02341000,2006-2007,school,FORTIS COLLEGE | Capps College,FORTIS COLLEGE | CAPPS COLLEGE
02341100,2001-2002,school,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAIL DESIGN | KENNETH SHULER'S SCHOOL OF COSMETOLOGY & HAIR DESIGN | KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAIL DESIGN | KENNETH SHULERS SCHOOL OF COSMETOLOGY AND HAIR DESIGN | KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS
02341100,2002-2003,school,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS | Kenneth Shuler School of Cosmetology & Nail Design,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS | KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAIL DESIGN
02341100,2003-2004,school,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS | Kenneth Shuler School of Cosmetology & Nail Design,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS | KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAIL DESIGN
02341100,2004-2005,school,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS | Kenneth Shuler School of Cosmetology & Nail Design,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS | KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAIL DESIGN
02341100,2005-2006,school,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS | Kenneth Shuler School of Cosmetology & Nail Design,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS | KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAIL DESIGN
02341100,2006-2007,school,KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS | Kenneth Shuler School of Cosmetology & Nail Design,KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAILS | KENNETH SHULER SCHOOL OF COSMETOLOGY AND NAIL DESIGN
02342700,1999-2000,school,VIRGINIA CAREER INSTITUTE | FORTIS COLLEGE,VIRGINIA CAREER INSTITUTE | FORTIS COLLEGE
02342700,2000-2001,school,VIRGINIA CAREER INSTITUTE | FORTIS COLLEGE,VIRGINIA CAREER INSTITUTE | FORTIS COLLEGE
02342700,2001-2002,school,VIRGINIA CAREER INSTITUTE | VIRGINIA SCHOOL OF TECHNOLOGY | FORTIS COLLEGE,VIRGINIA CAREER INSTITUTE | VIRGINIA SCHOOL OF TECHNOLOGY | FORTIS COLLEGE
02342700,2002-2003,school,FORTIS COLLEGE | Virginia School of Technology,FORTIS COLLEGE | VIRGINIA SCHOOL OF TECHNOLOGY
02342700,2003-2004,school,FORTIS COLLEGE | Virginia School of Technology,FORTIS COLLEGE | VIRGINIA SCHOOL OF TECHNOLOGY
02342700,2004-2005,school,FORTIS COLLEGE | Virginia School of Technology,FORTIS COLLEGE | VIRGINIA SCHOOL OF TECHNOLOGY
02342700,2005-2006,school,FORTIS COLLEGE | Virginia School of Technology,FORTIS COLLEGE | VIRGINIA SCHOOL OF TECHNOLOGY
02342700,2006-2007,school,FORTIS COLLEGE | Virginia Career Institute,FORTIS COLLEGE | VIRGINIA CAREER INSTITUTE
02343400,1999-2000,school,"POWAY ACADEMY OF HAIR DESIGN | BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA",POWAY ACADEMY OF HAIR DESIGN | BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA
02343400,2000-2001,school,"POWAY ACADEMY OF HAIR DESIGN | BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA",POWAY ACADEMY OF HAIR DESIGN | BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA
02343400,2001-2002,school,"POWAY ACADEMY OF HAIR DESIGN | BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA",POWAY ACADEMY OF HAIR DESIGN | BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA
02343400,2002-2003,school,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA | Poway Academy of Hair Design",BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA | POWAY ACADEMY OF HAIR DESIGN
02343400,2003-2004,school,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA | Poway Academy of Hair Design",BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA | POWAY ACADEMY OF HAIR DESIGN
02343400,2004-2005,school,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA | Poway Academy of Hair Design",BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA | POWAY ACADEMY OF HAIR DESIGN
02343400,2005-2006,school,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA | Poway Academy of Hair Design",BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA | POWAY ACADEMY OF HAIR DESIGN
02343400,2006-2007,school,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA | Academy of Beauty and Spa (The)",BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA | ACADEMY OF BEAUTY AND SPA
02343400,2009-2010,school,"BELLUS ACADEMY | Bellus Academy, The Academy of Beauty and Spa",BELLUS ACADEMY | BELLUS ACADEMY THE ACADEMY OF BEAUTY AND SPA
