family,award_year,record_disposition,record_origin,detailed_identity_reason,column,units,source_record_count,observed_amount_cells,unknown_amount_cells,known_source_dollar_sum
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__plus_loans_originated_amt,nominal_usd,2,2,0,0.0
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__plus_disbursements,nominal_usd,2,2,0,0.0
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,2,0,2,
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__grad_plus_disbursements,nominal_usd,2,0,2,
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,2,0,2,
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__parent_plus_disbursements,nominal_usd,2,0,2,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__subsidized_loans_originated_amt,nominal_usd,1,1,0,706130661.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__subsidized_disbursements,nominal_usd,1,1,0,616219341.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,1,1,0,932139329.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__unsubsidized_disbursements,nominal_usd,1,1,0,816467966.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__plus_loans_originated_amt,nominal_usd,1,1,0,4481616.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__plus_disbursements,nominal_usd,1,1,0,4021666.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__grad_plus_disbursements,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__parent_plus_disbursements,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__subsidized_loans_originated_amt,nominal_usd,1,1,0,3500.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__subsidized_disbursements,nominal_usd,1,1,0,3500.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,1,1,0,4000.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__unsubsidized_disbursements,nominal_usd,1,1,0,4000.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__plus_loans_originated_amt,nominal_usd,1,1,0,0.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__plus_disbursements,nominal_usd,1,1,0,0.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__grad_plus_disbursements,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,directory_crosswalk_identity_conflict,loan_ffel__parent_plus_disbursements,nominal_usd,1,0,1,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__subsidized_loans_originated_amt,nominal_usd,71,71,0,1044325401.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__subsidized_disbursements,nominal_usd,71,71,0,972152691.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,71,71,0,955400541.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__unsubsidized_disbursements,nominal_usd,71,71,0,882296962.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__plus_loans_originated_amt,nominal_usd,71,71,0,305053986.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__plus_disbursements,nominal_usd,71,71,0,288538860.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,71,0,71,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__grad_plus_disbursements,nominal_usd,71,0,71,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,71,0,71,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__parent_plus_disbursements,nominal_usd,71,0,71,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__subsidized_loans_originated_amt,nominal_usd,527,527,0,140164019.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__subsidized_disbursements,nominal_usd,527,527,0,138276520.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,527,527,0,156495752.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__unsubsidized_disbursements,nominal_usd,527,527,0,153884613.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__plus_loans_originated_amt,nominal_usd,527,527,0,11381004.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__plus_disbursements,nominal_usd,527,527,0,11061257.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,527,0,527,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__grad_plus_disbursements,nominal_usd,527,0,527,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,527,0,527,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__parent_plus_disbursements,nominal_usd,527,0,527,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__subsidized_loans_originated_amt,nominal_usd,7,7,0,158378148.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__subsidized_disbursements,nominal_usd,7,7,0,145839676.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,7,7,0,82891005.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__unsubsidized_disbursements,nominal_usd,7,7,0,75206161.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__plus_loans_originated_amt,nominal_usd,7,7,0,266763.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__plus_disbursements,nominal_usd,7,7,0,257968.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,7,0,7,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__grad_plus_disbursements,nominal_usd,7,0,7,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,7,0,7,
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__parent_plus_disbursements,nominal_usd,7,0,7,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__subsidized_loans_originated_amt,nominal_usd,19,19,0,22810115.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__subsidized_disbursements,nominal_usd,19,19,0,22091344.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,19,19,0,32574179.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__unsubsidized_disbursements,nominal_usd,19,19,0,31545116.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__plus_loans_originated_amt,nominal_usd,19,19,0,655528.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__plus_disbursements,nominal_usd,19,19,0,595940.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,19,0,19,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__grad_plus_disbursements,nominal_usd,19,0,19,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,19,0,19,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__parent_plus_disbursements,nominal_usd,19,0,19,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__subsidized_loans_originated_amt,nominal_usd,3869,3869,0,15512818968.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__subsidized_disbursements,nominal_usd,3869,3869,0,14527620419.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,3869,3869,0,14238096349.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__unsubsidized_disbursements,nominal_usd,3869,3869,0,13253038079.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__plus_loans_originated_amt,nominal_usd,3869,3869,0,4340961929.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__plus_disbursements,nominal_usd,3869,3869,0,4138592994.0
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,3869,0,3869,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__grad_plus_disbursements,nominal_usd,3869,0,3869,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,3869,0,3869,
ffel,2003-2004,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__parent_plus_disbursements,nominal_usd,3869,0,3869,
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__subsidized_loans_originated_amt,nominal_usd,1,1,0,0.0
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__subsidized_disbursements,nominal_usd,1,1,0,0.0
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,1,1,0,0.0
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__unsubsidized_disbursements,nominal_usd,1,1,0,0.0
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__plus_loans_originated_amt,nominal_usd,1,1,0,4581.0
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__plus_disbursements,nominal_usd,1,1,0,4581.0
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__grad_plus_disbursements,nominal_usd,1,0,1,
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2003-2004,included_unique_family_record,opeid_master,unique_annual_directory_only,loan_ffel__parent_plus_disbursements,nominal_usd,1,0,1,
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__subsidized_loans_originated_amt,nominal_usd,4,4,0,115048821.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__subsidized_disbursements,nominal_usd,4,4,0,110470471.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,4,4,0,139871302.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__unsubsidized_disbursements,nominal_usd,4,4,0,133328987.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__plus_loans_originated_amt,nominal_usd,4,4,0,90735356.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__plus_disbursements,nominal_usd,4,4,0,87318184.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,4,0,4,
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__grad_plus_disbursements,nominal_usd,4,0,4,
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,4,0,4,
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__parent_plus_disbursements,nominal_usd,4,0,4,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__subsidized_loans_originated_amt,nominal_usd,1,1,0,826162172.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__subsidized_disbursements,nominal_usd,1,1,0,726945396.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,1,1,0,1060407731.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__unsubsidized_disbursements,nominal_usd,1,1,0,939166408.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__plus_loans_originated_amt,nominal_usd,1,1,0,8872620.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__plus_disbursements,nominal_usd,1,1,0,7753268.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__grad_plus_disbursements,nominal_usd,1,0,1,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,1,0,1,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__parent_plus_disbursements,nominal_usd,1,0,1,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__subsidized_loans_originated_amt,nominal_usd,73,73,0,1144973746.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__subsidized_disbursements,nominal_usd,73,73,0,1060101733.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,73,73,0,1070136947.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__unsubsidized_disbursements,nominal_usd,73,73,0,980510693.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__plus_loans_originated_amt,nominal_usd,73,73,0,338373814.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__plus_disbursements,nominal_usd,73,73,0,318967029.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,73,0,73,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__grad_plus_disbursements,nominal_usd,73,0,73,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,73,0,73,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,multiple_official_site_unitids,loan_ffel__parent_plus_disbursements,nominal_usd,73,0,73,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__subsidized_loans_originated_amt,nominal_usd,523,523,0,171016212.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__subsidized_disbursements,nominal_usd,523,523,0,166862268.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,523,523,0,188685411.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__unsubsidized_disbursements,nominal_usd,523,523,0,183635613.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__plus_loans_originated_amt,nominal_usd,523,523,0,17239775.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__plus_disbursements,nominal_usd,523,523,0,16770505.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,523,0,523,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__grad_plus_disbursements,nominal_usd,523,0,523,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,523,0,523,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,no_annual_site_match,loan_ffel__parent_plus_disbursements,nominal_usd,523,0,523,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__subsidized_loans_originated_amt,nominal_usd,6,6,0,125076203.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__subsidized_disbursements,nominal_usd,6,6,0,112243869.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,6,6,0,83043984.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__unsubsidized_disbursements,nominal_usd,6,6,0,72969649.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__plus_loans_originated_amt,nominal_usd,6,6,0,217159.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__plus_disbursements,nominal_usd,6,6,0,211845.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,6,0,6,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__grad_plus_disbursements,nominal_usd,6,0,6,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,6,0,6,
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,resolved_administrative_directory_identity_ineligible,loan_ffel__parent_plus_disbursements,nominal_usd,6,0,6,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__subsidized_loans_originated_amt,nominal_usd,21,21,0,14860747.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__subsidized_disbursements,nominal_usd,21,21,0,12797079.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,21,21,0,15035884.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__unsubsidized_disbursements,nominal_usd,21,21,0,12884529.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__plus_loans_originated_amt,nominal_usd,21,21,0,1473640.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__plus_disbursements,nominal_usd,21,21,0,1356022.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,21,0,21,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__grad_plus_disbursements,nominal_usd,21,0,21,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,21,0,21,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_alias_annual_unitid_verified,loan_ffel__parent_plus_disbursements,nominal_usd,21,0,21,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__subsidized_loans_originated_amt,nominal_usd,3887,3887,0,17174984214.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__subsidized_disbursements,nominal_usd,3887,3887,0,16016880130.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,3887,3887,0,16250386761.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__unsubsidized_disbursements,nominal_usd,3887,3887,0,15054545918.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__plus_loans_originated_amt,nominal_usd,3887,3887,0,5204075791.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__plus_disbursements,nominal_usd,3887,3887,0,4941975921.0
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,3887,0,3887,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__grad_plus_disbursements,nominal_usd,3887,0,3887,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,3887,0,3887,
ffel,2004-2005,included_unique_family_record,opeid_master,official_site_and_directory_agree,loan_ffel__parent_plus_disbursements,nominal_usd,3887,0,3887,
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__subsidized_loans_originated_amt,nominal_usd,4,4,0,115463436.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__subsidized_disbursements,nominal_usd,4,4,0,110964507.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,4,4,0,142337856.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__unsubsidized_disbursements,nominal_usd,4,4,0,136120316.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__plus_loans_originated_amt,nominal_usd,4,4,0,106970052.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__plus_disbursements,nominal_usd,4,4,0,101589799.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__grad_plus_loans_originated_amt,nominal_usd,4,4,0,8880.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__grad_plus_disbursements,nominal_usd,4,4,0,8880.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__parent_plus_loans_originated_amt,nominal_usd,4,0,4,
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,multiple_fsa_records_for_same_unitid_year_family,loan_ffel__parent_plus_disbursements,nominal_usd,4,0,4,
ffel,2005-2006,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__subsidized_loans_originated_amt,nominal_usd,1,1,0,843278664.0
ffel,2005-2006,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__subsidized_disbursements,nominal_usd,1,1,0,740290984.0
ffel,2005-2006,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__unsubsidized_loans_originated_amt,nominal_usd,1,1,0,1083270786.0
ffel,2005-2006,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__unsubsidized_disbursements,nominal_usd,1,1,0,958003302.0
ffel,2005-2006,excluded_annual_identity_unresolved,opeid_master,crosswalk_site_parse_incomplete,loan_ffel__plus_loans_originated_amt,nominal_usd,1,1,0,11653737.0
