portable_name,canonical_name,variable_label
ffel_grad_plus_disb_n_2a9357be05,loan_ffel__grad_plus_disbursements_n__upper_bound,FFEL: Grad PLUS disbursements count upper bound
ffel_grad_plus_disb_d5e8c9cd66,loan_ffel__grad_plus_disbursements,FFEL: Grad PLUS disbursements
ffel_grad_plus_disb_s_ed844165e4,loan_ffel__grad_plus_disbursements__status,FFEL: Grad PLUS disbursements status
ffel_grad_plus_disb_r_d3d331c304,loan_ffel__grad_plus_disbursements__raw_token,FFEL: Grad PLUS disbursements raw token
ffel_grad_plus_disb_l_adcb43f736,loan_ffel__grad_plus_disbursements__lower_bound,FFEL: Grad PLUS disbursements lower bound
ffel_grad_plus_disb_u_cc7da154b8,loan_ffel__grad_plus_disbursements__upper_bound,FFEL: Grad PLUS disbursements upper bound
ffel_parent_plus_reci_ed8705b8bc,loan_ffel__parent_plus_recipients,FFEL: Parent PLUS recipients
ffel_parent_plus_reci_62f9cc3e2c,loan_ffel__parent_plus_recipients__status,FFEL: Parent PLUS recipients status
ffel_parent_plus_reci_376ada88b9,loan_ffel__parent_plus_recipients__raw_token,FFEL: Parent PLUS recipients raw token
ffel_parent_plus_reci_0d9d82f1b3,loan_ffel__parent_plus_recipients__lower_bound,FFEL: Parent PLUS recipients lower bound
ffel_parent_plus_reci_73bdb8eee8,loan_ffel__parent_plus_recipients__upper_bound,FFEL: Parent PLUS recipients upper bound
ffel_parent_plus_loan_18b64d94e8,loan_ffel__parent_plus_loans_originated_n,FFEL: Parent PLUS loans originated count
ffel_parent_plus_loan_794e2839fc,loan_ffel__parent_plus_loans_originated_n__status,FFEL: Parent PLUS loans originated count status
ffel_parent_plus_loan_196b9d0ab5,loan_ffel__parent_plus_loans_originated_n__raw_token,FFEL: Parent PLUS loans originated count raw token
ffel_parent_plus_loan_ebca6d6205,loan_ffel__parent_plus_loans_originated_n__lower_bound,FFEL: Parent PLUS loans originated count lower bound
ffel_parent_plus_loan_bbe7ccd6cb,loan_ffel__parent_plus_loans_originated_n__upper_bound,FFEL: Parent PLUS loans originated count upper bound
ffel_parent_plus_loan_aa2bc835c2,loan_ffel__parent_plus_loans_originated_amt,FFEL: Parent PLUS loans originated amount
ffel_parent_plus_loan_fa62b41329,loan_ffel__parent_plus_loans_originated_amt__status,FFEL: Parent PLUS loans originated amount status
ffel_parent_plus_loan_291ccd8ee0,loan_ffel__parent_plus_loans_originated_amt__raw_token,FFEL: Parent PLUS loans originated amount raw token
ffel_parent_plus_loan_a3f82411f8,loan_ffel__parent_plus_loans_originated_amt__lower_bound,FFEL: Parent PLUS loans originated amount lower bound
ffel_parent_plus_loan_71939d31a6,loan_ffel__parent_plus_loans_originated_amt__upper_bound,FFEL: Parent PLUS loans originated amount upper bound
ffel_parent_plus_disb_5134ee734e,loan_ffel__parent_plus_disbursements_n,FFEL: Parent PLUS disbursements count
ffel_parent_plus_disb_3f38e7e88a,loan_ffel__parent_plus_disbursements_n__status,FFEL: Parent PLUS disbursements count status
ffel_parent_plus_disb_e2793584d3,loan_ffel__parent_plus_disbursements_n__raw_token,FFEL: Parent PLUS disbursements count raw token
ffel_parent_plus_disb_9e97034dcc,loan_ffel__parent_plus_disbursements_n__lower_bound,FFEL: Parent PLUS disbursements count lower bound
ffel_parent_plus_disb_9c3675c446,loan_ffel__parent_plus_disbursements_n__upper_bound,FFEL: Parent PLUS disbursements count upper bound
ffel_parent_plus_disb_c49fb10410,loan_ffel__parent_plus_disbursements,FFEL: Parent PLUS disbursements
ffel_parent_plus_disb_a8a83be14f,loan_ffel__parent_plus_disbursements__status,FFEL: Parent PLUS disbursements status
ffel_parent_plus_disb_6b90d4609f,loan_ffel__parent_plus_disbursements__raw_token,FFEL: Parent PLUS disbursements raw token
ffel_parent_plus_disb_0425e35f36,loan_ffel__parent_plus_disbursements__lower_bound,FFEL: Parent PLUS disbursements lower bound
ffel_parent_plus_disb_67254155ed,loan_ffel__parent_plus_disbursements__upper_bound,FFEL: Parent PLUS disbursements upper bound
loan_ffel__source_report_present,loan_ffel__source_report_present,FFEL: Source report present
ffel_fsa_school_revie_634746bb5f,loan_ffel__fsa_school__review_required,FFEL: FSA school review required
ffel_fsa_state_review_2a0e143a03,loan_ffel__fsa_state__review_required,FFEL: FSA state review required
ffel_fsa_zip_code_rev_aebcd28a82,loan_ffel__fsa_zip_code__review_required,FFEL: FSA zip code review required
ffel_fsa_school_type__5d2e2aedc7,loan_ffel__fsa_school_type__review_required,FFEL: FSA school type review required
ffel_fsa_descriptor_r_4bef2e7d31,loan_ffel__fsa_descriptor_review_required,FFEL: FSA descriptor review required
loan_ffel__ipeds_anchor,loan_ffel__ipeds_anchor,FFEL: IPEDS anchor
loan_ffel__ipeds_year,loan_ffel__ipeds_year,FFEL: IPEDS year
loan_ffel__ipeds_match_status,loan_ffel__ipeds_match_status,FFEL: IPEDS match status
loan_ffel__ipeds_match_method,loan_ffel__ipeds_match_method,FFEL: IPEDS match method
ffel_ipeds_exact_cand_9c6b471803,loan_ffel__ipeds_exact_candidate_count,FFEL: IPEDS exact candidate count
loan_ffel__ipeds_unitid_start,loan_ffel__ipeds_unitid_start,FFEL: IPEDS UNITID start
loan_ffel__ipeds_unitid_end,loan_ffel__ipeds_unitid_end,FFEL: IPEDS UNITID end
ffel_ipeds_start_cand_0f5df578ae,loan_ffel__ipeds_start_candidate_count,FFEL: IPEDS start candidate count
ffel_ipeds_end_candid_28ccd8512d,loan_ffel__ipeds_end_candidate_count,FFEL: IPEDS end candidate count
ffel_ipeds_anchor_sen_fd57cf6d67,loan_ffel__ipeds_anchor_sensitivity,FFEL: IPEDS anchor sensitivity
loan_ffel__ipeds_scope_root,loan_ffel__ipeds_scope_root,FFEL: IPEDS scope root
ffel_ipeds_root_uniti_25e0033f21,loan_ffel__ipeds_root_unitid_count_start,FFEL: IPEDS root UNITID count start
ffel_ipeds_root_uniti_3a3e00d126,loan_ffel__ipeds_root_unitid_count_end,FFEL: IPEDS root UNITID count end
loan_ffel__fsa_root_opeid_count,loan_ffel__fsa_root_opeid_count,FFEL: FSA root opeid count
ffel_ipeds_opeid_life_26f308732f,loan_ffel__ipeds_opeid_lifetime_unitid_count,FFEL: IPEDS opeid lifetime UNITID count
ffel_ipeds_unitid_lif_1d10957862,loan_ffel__ipeds_unitid_lifetime_opeid_count,FFEL: IPEDS UNITID lifetime opeid count
loan_ffel__ipeds_strict_eligible,loan_ffel__ipeds_strict_eligible,FFEL: IPEDS strict eligible
ffel_ipeds_strict_exc_caa544594d,loan_ffel__ipeds_strict_exclusion_reasons,FFEL: IPEDS strict exclusion reasons
loan_ffel__ipeds_reporting_scope,loan_ffel__ipeds_reporting_scope,FFEL: IPEDS reporting scope
loan_ffel__ipeds_instnm,loan_ffel__ipeds_instnm,FFEL: IPEDS instnm
loan_ffel__ipeds_stabbr,loan_ffel__ipeds_stabbr,FFEL: IPEDS stabbr
loan_ffel__ipeds_city,loan_ffel__ipeds_city,FFEL: IPEDS city
loan_ffel__ipeds_zip,loan_ffel__ipeds_zip,FFEL: IPEDS zip
loan_ffel__ipeds_opeflag,loan_ffel__ipeds_opeflag,FFEL: IPEDS opeflag
loan_ffel__ipeds_sector,loan_ffel__ipeds_sector,FFEL: IPEDS sector
loan_ffel__ipeds_cyactive,loan_ffel__ipeds_cyactive,FFEL: IPEDS cyactive
loan_ffel__ipeds_act,loan_ffel__ipeds_act,FFEL: IPEDS act
loan_ffel__ipeds_newid,loan_ffel__ipeds_newid,FFEL: IPEDS newid
loan_ffel__ipeds_deathyr,loan_ffel__ipeds_deathyr,FFEL: IPEDS deathyr
loan_ffel__ipeds_closedat,loan_ffel__ipeds_closedat,FFEL: IPEDS closedat
loan_ffel__ipeds_postsec,loan_ffel__ipeds_postsec,FFEL: IPEDS postsec
loan_ffel__ipeds_pseflag,loan_ffel__ipeds_pseflag,FFEL: IPEDS pseflag
loan_ffel__ipeds_pset4flg,loan_ffel__ipeds_pset4flg,FFEL: IPEDS pset4flg
loan_ffel__ipeds_rptmth,loan_ffel__ipeds_rptmth,FFEL: IPEDS rptmth
loan_ffel__ipeds_f1systyp,loan_ffel__ipeds_f1systyp,FFEL: IPEDS f1systyp
loan_ffel__ipeds_f1sysnam,loan_ffel__ipeds_f1sysnam,FFEL: IPEDS f1sysnam
loan_ffel__ipeds_f1syscod,loan_ffel__ipeds_f1syscod,FFEL: IPEDS f1syscod
loan_ffel__prch_ic,loan_ffel__prch_ic,FFEL: Prch ic
loan_ffel__idx_ic,loan_ffel__idx_ic,FFEL: Idx ic
loan_ffel__ipeds_source_path,loan_ffel__ipeds_source_path,FFEL: IPEDS source path
loan_ffel__ipeds_source_sha256,loan_ffel__ipeds_source_sha256,FFEL: IPEDS source sha256
loan_ffel__ipeds_source_member,loan_ffel__ipeds_source_member,FFEL: IPEDS source member
loan_ffel__prch_c,loan_ffel__prch_c,FFEL: Prch c
loan_ffel__idx_c,loan_ffel__idx_c,FFEL: Idx c
loan_ffel__prch_ef,loan_ffel__prch_ef,FFEL: Prch ef
loan_ffel__idx_ef,loan_ffel__idx_ef,FFEL: Idx ef
loan_ffel__prch_f,loan_ffel__prch_f,FFEL: Prch f
loan_ffel__idx_f,loan_ffel__idx_f,FFEL: Idx f
loan_ffel__prch_sfa,loan_ffel__prch_sfa,FFEL: Prch sfa
loan_ffel__idx_sfa,loan_ffel__idx_sfa,FFEL: Idx sfa
loan_ffel__prch_gr,loan_ffel__prch_gr,FFEL: Prch gr
loan_ffel__idx_gr,loan_ffel__idx_gr,FFEL: Idx gr
loan_ffel__prch_sa,loan_ffel__prch_sa,FFEL: Prch sa
loan_ffel__idx_sa,loan_ffel__idx_sa,FFEL: Idx sa
loan_ffel__prch_s,loan_ffel__prch_s,FFEL: Prch s
loan_ffel__idx_s,loan_ffel__idx_s,FFEL: Idx s
loan_ffel__prch_eap,loan_ffel__prch_eap,FFEL: Prch eap
loan_ffel__idx_eap,loan_ffel__idx_eap,FFEL: Idx eap
loan_ffel__prch_hr,loan_ffel__prch_hr,FFEL: Prch hr
loan_ffel__idx_hr,loan_ffel__idx_hr,FFEL: Idx hr
loan_ffel__prch_e12,loan_ffel__prch_e12,FFEL: Prch e12
loan_ffel__idx_e12,loan_ffel__idx_e12,FFEL: Idx e12
loan_ffel__prch_gr2,loan_ffel__prch_gr2,FFEL: Prch gr2
loan_ffel__idx_gr2,loan_ffel__idx_gr2,FFEL: Idx gr2
loan_ffel__prch_al,loan_ffel__prch_al,FFEL: Prch al
loan_ffel__idx_al,loan_ffel__idx_al,FFEL: Idx al
loan_ffel__prch_om,loan_ffel__prch_om,FFEL: Prch om
loan_ffel__idx_om,loan_ffel__idx_om,FFEL: Idx om
loan_ffel__prchtp_f,loan_ffel__prchtp_f,FFEL: Prchtp f
loan_ffel__prch_adm,loan_ffel__prch_adm,FFEL: Prch adm
loan_ffel__idx_adm,loan_ffel__idx_adm,FFEL: Idx adm
loan_ffel__prch_cos,loan_ffel__prch_cos,FFEL: Prch cos
loan_ffel__idx_cos,loan_ffel__idx_cos,FFEL: Idx cos
ffel_ipeds_directory__564554e641,loan_ffel__ipeds_directory_unitid,FFEL: IPEDS directory UNITID
ffel_ipeds_directory__6f1dffde90,loan_ffel__ipeds_directory_match_status,FFEL: IPEDS directory match status
loan_ffel__ipeds_geography_class,loan_ffel__ipeds_geography_class,FFEL: IPEDS geography class
ffel_ipeds_crosswalk__75f3b92366,loan_ffel__ipeds_crosswalk_available,FFEL: IPEDS crosswalk available
ffel_ipeds_crosswalk__df8f5425b8,loan_ffel__ipeds_crosswalk_site_unitids_json,FFEL: IPEDS crosswalk site unitids json
ffel_ipeds_crosswalk__a0193ce025,loan_ffel__ipeds_crosswalk_parent_unitids_json,FFEL: IPEDS crosswalk parent unitids json
ffel_ipeds_directory__7ce075798c,loan_ffel__ipeds_directory_candidate_unitids_json,FFEL: IPEDS directory candidate unitids json
ffel_ipeds_crosswalk__0cb5cfd92b,loan_ffel__ipeds_crosswalk_anchor_sensitivity,FFEL: IPEDS crosswalk anchor sensitivity
ffel_fsa_source_ident_07b4dd7550,loan_ffel__fsa_source_identity_kind,FFEL: FSA source identity kind
ffel_ipeds_candidate__17b99306f1,loan_ffel__ipeds_candidate_unitid_before_descriptor_review,FFEL: IPEDS candidate UNITID before descriptor review
ffel_ipeds_candidate__d93b2f0f7c,loan_ffel__ipeds_candidate_instnm,FFEL: IPEDS candidate instnm
ffel_ipeds_candidate__4dc286f8d7,loan_ffel__ipeds_candidate_stabbr,FFEL: IPEDS candidate stabbr
ffel_ipeds_identity_g_949f2a43f7,loan_ffel__ipeds_identity_geography_conflict,FFEL: IPEDS identity geography conflict
ffel_ipeds_fsa_hd_sta_ce5915a3ca,loan_ffel__ipeds_fsa_hd_state_conflict,FFEL: IPEDS FSA hd state conflict
ffel_ipeds_fsa_hd_nam_e673c1c0d2,loan_ffel__ipeds_fsa_hd_name_similarity,FFEL: IPEDS FSA hd name similarity
ffel_ipeds_fsa_hd_nam_5211259120,loan_ffel__ipeds_fsa_hd_name_review_required,FFEL: IPEDS FSA hd name review required
ffel_ipeds_resolution_35e926c565,loan_ffel__ipeds_resolution_status,FFEL: IPEDS resolution status
ffel_ipeds_annual_ide_85ab101c69,loan_ffel__ipeds_annual_identity_eligible,FFEL: IPEDS annual identity eligible
ffel_ipeds_identity_i_ca6b24d57c,loan_ffel__ipeds_identity_is_administrative,FFEL: IPEDS identity is administrative
loan_ffel__ipeds_title_iv_status,loan_ffel__ipeds_title_iv_status,FFEL: IPEDS title iv status
loan_ffel__ipeds_activity_code,loan_ffel__ipeds_activity_code,FFEL: IPEDS activity code
ffel_ipeds_current_ye_349cf65120,loan_ffel__ipeds_current_year_active_code,FFEL: IPEDS current year active code
ffel_ipeds_closed_wit_17c972c1c9,loan_ffel__ipeds_closed_with_data,FFEL: IPEDS closed with data
ffel_ipeds_identity_u_fd432816f6,loan_ffel__ipeds_identity_uses_historical_relation,FFEL: IPEDS identity uses historical relation
ffel_ipeds_identity_s_25d3815c20,loan_ffel__ipeds_identity_strict_contemporaneous,FFEL: IPEDS identity strict contemporaneous
loan_ffel__ipeds_scope_alignment,loan_ffel__ipeds_scope_alignment,FFEL: IPEDS scope alignment
ffel_ipeds_has_other__31b67c875a,loan_ffel__ipeds_has_other_parent_unitid,FFEL: IPEDS has other parent UNITID
ffel_ipeds_component__80f311f65e,loan_ffel__ipeds_component_scope_review_required,FFEL: IPEDS component scope review required
loan_ffel__ipeds_finance_scope,loan_ffel__ipeds_finance_scope,FFEL: IPEDS finance scope
ffel_ipeds_finance_pa_a57978582f,loan_ffel__ipeds_finance_parent_reference_missing,FFEL: IPEDS finance parent reference missing
ffel_ipeds_student_ai_15a6ca35c2,loan_ffel__ipeds_student_aid_scope,FFEL: IPEDS student aid scope
ffel_ipeds_student_ai_908d5794af,loan_ffel__ipeds_student_aid_parent_reference_missing,FFEL: IPEDS student aid parent reference missing
ffel_ipeds_fall_enrol_0733b5b739,loan_ffel__ipeds_fall_enrollment_scope,FFEL: IPEDS fall enrollment scope
ffel_ipeds_fall_enrol_076d03abd5,loan_ffel__ipeds_fall_enrollment_parent_reference_missing,FFEL: IPEDS fall enrollment parent reference missing
ffel_ipeds_completion_6e55a5e613,loan_ffel__ipeds_completions_scope,FFEL: IPEDS completions scope
ffel_ipeds_completion_ff48760308,loan_ffel__ipeds_completions_parent_reference_missing,FFEL: IPEDS completions parent reference missing
ffel_ipeds_twelve_mon_6ab5151927,loan_ffel__ipeds_twelve_month_enrollment_scope,FFEL: IPEDS twelve month enrollment scope
ffel_ipeds_twelve_mon_79720e9df5,loan_ffel__ipeds_twelve_month_enrollment_parent_reference_missing,FFEL: IPEDS twelve month enrollment parent reference missing
loan_ffel__cw_source_row,loan_ffel__cw_source_row,FFEL: Crosswalk source row
loan_ffel__cw_source_path,loan_ffel__cw_source_path,FFEL: Crosswalk source path
loan_ffel__cw_source_sha256,loan_ffel__cw_source_sha256,FFEL: Crosswalk source sha256
loan_ffel__cw_preliminary,loan_ffel__cw_preliminary,FFEL: Crosswalk preliminary
loan_ffel__cw_source_code,loan_ffel__cw_source_code,FFEL: Crosswalk source code
loan_ffel__cw_source_method,loan_ffel__cw_source_method,FFEL: Crosswalk source method
ffel_cw_ipeds_reporti_5eaa71acf7,loan_ffel__cw_ipeds_reporting_code,FFEL: Crosswalk IPEDS reporting code
loan_ffel__cw_parent_opeid8,loan_ffel__cw_parent_opeid8,FFEL: Crosswalk parent OPEID8
ffel_cw_site_candidat_7bf5294b73,loan_ffel__cw_site_candidate_count,FFEL: Crosswalk site candidate count
loan_ffel__cw_primary_unitid,loan_ffel__cw_primary_unitid,FFEL: Crosswalk primary UNITID
ffel_cw_additional_ca_8b95e0dd7e,loan_ffel__cw_additional_candidate_count,FFEL: Crosswalk additional candidate count
ffel_cw_parent_candid_44e121704b,loan_ffel__cw_parent_candidate_count,FFEL: Crosswalk parent candidate count
ffel_cw_has_additiona_eedc59fe6b,loan_ffel__cw_has_additional_match,FFEL: Crosswalk has additional match
ffel_cw_multiple_site_02c18895e4,loan_ffel__cw_multiple_site_unitids,FFEL: Crosswalk multiple site unitids
ffel_cw_relation_pars_c6aca6467c,loan_ffel__cw_relation_parse_complete,FFEL: Crosswalk relation parse complete
ffel_cw_site_parse_co_568e61e3b8,loan_ffel__cw_site_parse_complete,FFEL: Crosswalk site parse complete
loan_ffel__cw_parse_issues_json,loan_ffel__cw_parse_issues_json,FFEL: Crosswalk parse issues json
ffel_cw_site_parent_u_ae57e25ac8,loan_ffel__cw_site_parent_unitids_differ,FFEL: Crosswalk site parent unitids differ
loan_ffel__cw_official_no_match,loan_ffel__cw_official_no_match,FFEL: Crosswalk official no match
loan_ffel__cw_has_change_notes,loan_ffel__cw_has_change_notes,FFEL: Crosswalk has change notes
loan_ffel__cw_has_prior_id_notes,loan_ffel__cw_has_prior_id_notes,FFEL: Crosswalk has prior id notes
loan_ffel__cw_raw_OPEID,loan_ffel__cw_raw_OPEID,FFEL: Crosswalk raw OPEID
loan_ffel__cw_raw_IPEDSMatch,loan_ffel__cw_raw_IPEDSMatch,FFEL: Crosswalk raw IPEDSMatch
loan_ffel__cw_raw_AddMatch,loan_ffel__cw_raw_AddMatch,FFEL: Crosswalk raw AddMatch
loan_ffel__cw_raw_Source,loan_ffel__cw_raw_Source,FFEL: Crosswalk raw Source
loan_ffel__cw_raw_PEPSSchname,loan_ffel__cw_raw_PEPSSchname,FFEL: Crosswalk raw PEPSSchname
loan_ffel__cw_raw_PEPSLocname,loan_ffel__cw_raw_PEPSLocname,FFEL: Crosswalk raw PEPSLocname
loan_ffel__cw_raw_PEPSEligCert,loan_ffel__cw_raw_PEPSEligCert,FFEL: Crosswalk raw PEPSEligCert
loan_ffel__cw_raw_IPEDSInstnm,loan_ffel__cw_raw_IPEDSInstnm,FFEL: Crosswalk raw IPEDSInstnm
loan_ffel__cw_raw_IPEDSPSET4FLG,loan_ffel__cw_raw_IPEDSPSET4FLG,FFEL: Crosswalk raw IPEDSPSET4FLG
loan_ffel__cw_raw_f1sysnam,loan_ffel__cw_raw_f1sysnam,FFEL: Crosswalk raw f1sysnam
loan_ffel__cw_raw_IPEDSrpt,loan_ffel__cw_raw_IPEDSrpt,FFEL: Crosswalk raw IPEDSrpt
loan_ffel__cw_raw_OPEIDMain,loan_ffel__cw_raw_OPEIDMain,FFEL: Crosswalk raw OPEIDMain
loan_ffel__cw_raw_IPEDSMain,loan_ffel__cw_raw_IPEDSMain,FFEL: Crosswalk raw IPEDSMain
loan_ffel__cw_raw_PY_UNITID,loan_ffel__cw_raw_PY_UNITID,FFEL: Crosswalk raw PY UNITID
loan_ffel__cw_raw_PYNotes,loan_ffel__cw_raw_PYNotes,FFEL: Crosswalk raw PYNotes
loan_ffel__cw_raw_PY_OPEID,loan_ffel__cw_raw_PY_OPEID,FFEL: Crosswalk raw PY OPEID
loan_ffel__cw_raw_COA1,loan_ffel__cw_raw_COA1,FFEL: Crosswalk raw COA1
loan_ffel__cw_raw_COA2,loan_ffel__cw_raw_COA2,FFEL: Crosswalk raw COA2
loan_ffel__cw_raw_COA3,loan_ffel__cw_raw_COA3,FFEL: Crosswalk raw COA3
loan_ffel__cw_raw_COA4,loan_ffel__cw_raw_COA4,FFEL: Crosswalk raw COA4
loan_ffel__cw_raw_COA5,loan_ffel__cw_raw_COA5,FFEL: Crosswalk raw COA5
ffel_cw_duplicate_ope_f58e27b3ee,loan_ffel__cw_duplicate_opeid_rows,FFEL: Crosswalk duplicate opeid rows
ffel_unitid_source_re_59c512a340,loan_ffel__unitid_source_record_count,FFEL: UNITID source record count
loan_ffel__unitid_record_status,loan_ffel__unitid_record_status,FFEL: UNITID record status
loan_ffel__unitid_aid_scope_note,loan_ffel__unitid_aid_scope_note,FFEL: UNITID aid scope note
dlh_sub_recip_count_s_144ccfaa8a,loan_direct_harmonized__subsidized_recipient_count_sum,DL harmonized: Subsidized recipient count sum
dlh_sub_recip_count_s_f1cbf72337,loan_direct_harmonized__subsidized_recipient_count_sum__observed_partial_sum,DL harmonized: Subsidized recipient count sum observed partial sum
dlh_sub_recip_count_s_431429cf78,loan_direct_harmonized__subsidized_recipient_count_sum__status,DL harmonized: Subsidized recipient count sum status
dlh_sub_unique_recip__10db653161,loan_direct_harmonized__subsidized_unique_recipient_lower_bound,DL harmonized: Subsidized unique recipient lower bound
dlh_sub_unique_recip__cd5163e90d,loan_direct_harmonized__subsidized_unique_recipient_upper_bound,DL harmonized: Subsidized unique recipient upper bound
dlh_sub_loans_origina_29bc7dcde3,loan_direct_harmonized__subsidized_loans_originated_n,DL harmonized: Subsidized loans originated count
dlh_sub_loans_origina_b6694cb53a,loan_direct_harmonized__subsidized_loans_originated_n__observed_partial_sum,DL harmonized: Subsidized loans originated count observed partial sum
dlh_sub_loans_origina_0a899cc9bd,loan_direct_harmonized__subsidized_loans_originated_n__status,DL harmonized: Subsidized loans originated count status
dlh_sub_loans_origina_e06b7cefa5,loan_direct_harmonized__subsidized_loans_originated_amt,DL harmonized: Subsidized loans originated amount
dlh_sub_loans_origina_1b761d61fa,loan_direct_harmonized__subsidized_loans_originated_amt__observed_partial_sum,DL harmonized: Subsidized loans originated amount observed partial sum
dlh_sub_loans_origina_a1601ecf07,loan_direct_harmonized__subsidized_loans_originated_amt__status,DL harmonized: Subsidized loans originated amount status
dlh_sub_disb_n_4408332e62,loan_direct_harmonized__subsidized_disbursements_n,DL harmonized: Subsidized disbursements count
dlh_sub_disb_n_partia_a52ad2863e,loan_direct_harmonized__subsidized_disbursements_n__observed_partial_sum,DL harmonized: Subsidized disbursements count observed partial sum
dlh_sub_disb_n_status_aec30d268b,loan_direct_harmonized__subsidized_disbursements_n__status,DL harmonized: Subsidized disbursements count status
dlh_sub_disb_58f3c72d24,loan_direct_harmonized__subsidized_disbursements,DL harmonized: Subsidized disbursements
dlh_sub_disb_partial_d734450e22,loan_direct_harmonized__subsidized_disbursements__observed_partial_sum,DL harmonized: Subsidized disbursements observed partial sum
dlh_sub_disb_status_52ad12ecc2,loan_direct_harmonized__subsidized_disbursements__status,DL harmonized: Subsidized disbursements status
dlh_unsub_recip_count_68597352c3,loan_direct_harmonized__unsubsidized_recipient_count_sum,DL harmonized: Unsubsidized recipient count sum
dlh_unsub_recip_count_1175b43e9f,loan_direct_harmonized__unsubsidized_recipient_count_sum__observed_partial_sum,DL harmonized: Unsubsidized recipient count sum observed partial sum
dlh_unsub_recip_count_07016597ab,loan_direct_harmonized__unsubsidized_recipient_count_sum__status,DL harmonized: Unsubsidized recipient count sum status
dlh_unsub_unique_reci_acf069f1f4,loan_direct_harmonized__unsubsidized_unique_recipient_lower_bound,DL harmonized: Unsubsidized unique recipient lower bound
dlh_unsub_unique_reci_be83df7b74,loan_direct_harmonized__unsubsidized_unique_recipient_upper_bound,DL harmonized: Unsubsidized unique recipient upper bound
dlh_unsub_loans_origi_7f72de16e7,loan_direct_harmonized__unsubsidized_loans_originated_n,DL harmonized: Unsubsidized loans originated count
dlh_unsub_loans_origi_7aeb84863a,loan_direct_harmonized__unsubsidized_loans_originated_n__observed_partial_sum,DL harmonized: Unsubsidized loans originated count observed partial sum
dlh_unsub_loans_origi_78490be94d,loan_direct_harmonized__unsubsidized_loans_originated_n__status,DL harmonized: Unsubsidized loans originated count status
dlh_unsub_loans_origi_1d444f2232,loan_direct_harmonized__unsubsidized_loans_originated_amt,DL harmonized: Unsubsidized loans originated amount
dlh_unsub_loans_origi_8da5c4b67e,loan_direct_harmonized__unsubsidized_loans_originated_amt__observed_partial_sum,DL harmonized: Unsubsidized loans originated amount observed partial sum
dlh_unsub_loans_origi_0c5af87a5a,loan_direct_harmonized__unsubsidized_loans_originated_amt__status,DL harmonized: Unsubsidized loans originated amount status
dlh_unsub_disb_n_97257ed587,loan_direct_harmonized__unsubsidized_disbursements_n,DL harmonized: Unsubsidized disbursements count
dlh_unsub_disb_n_part_68ada53b65,loan_direct_harmonized__unsubsidized_disbursements_n__observed_partial_sum,DL harmonized: Unsubsidized disbursements count observed partial sum
dlh_unsub_disb_n_stat_3682709143,loan_direct_harmonized__unsubsidized_disbursements_n__status,DL harmonized: Unsubsidized disbursements count status
dlh_unsub_disb_3d61265ceb,loan_direct_harmonized__unsubsidized_disbursements,DL harmonized: Unsubsidized disbursements
dlh_unsub_disb_partia_0c43379746,loan_direct_harmonized__unsubsidized_disbursements__observed_partial_sum,DL harmonized: Unsubsidized disbursements observed partial sum
dlh_unsub_disb_status_188dafbc9b,loan_direct_harmonized__unsubsidized_disbursements__status,DL harmonized: Unsubsidized disbursements status
dlh_plus_recip_count__4b4c168523,loan_direct_harmonized__plus_recipient_count_sum,DL harmonized: PLUS recipient count sum
dlh_plus_recip_count__1b39bbe7df,loan_direct_harmonized__plus_recipient_count_sum__observed_partial_sum,DL harmonized: PLUS recipient count sum observed partial sum
dlh_plus_recip_count__8ce60c1937,loan_direct_harmonized__plus_recipient_count_sum__status,DL harmonized: PLUS recipient count sum status
dlh_plus_unique_recip_254b0e4e98,loan_direct_harmonized__plus_unique_recipient_lower_bound,DL harmonized: PLUS unique recipient lower bound
dlh_plus_unique_recip_1c1d978dee,loan_direct_harmonized__plus_unique_recipient_upper_bound,DL harmonized: PLUS unique recipient upper bound
dlh_plus_loans_origin_4dbc05eab3,loan_direct_harmonized__plus_loans_originated_n,DL harmonized: PLUS loans originated count
dlh_plus_loans_origin_dd33049774,loan_direct_harmonized__plus_loans_originated_n__observed_partial_sum,DL harmonized: PLUS loans originated count observed partial sum
dlh_plus_loans_origin_c7e1450fe0,loan_direct_harmonized__plus_loans_originated_n__status,DL harmonized: PLUS loans originated count status
dlh_plus_loans_origin_bd60683cb1,loan_direct_harmonized__plus_loans_originated_amt,DL harmonized: PLUS loans originated amount
dlh_plus_loans_origin_93acadcc90,loan_direct_harmonized__plus_loans_originated_amt__observed_partial_sum,DL harmonized: PLUS loans originated amount observed partial sum
dlh_plus_loans_origin_3bd03109ec,loan_direct_harmonized__plus_loans_originated_amt__status,DL harmonized: PLUS loans originated amount status
dlh_plus_disb_n_fd2910ef28,loan_direct_harmonized__plus_disbursements_n,DL harmonized: PLUS disbursements count
dlh_plus_disb_n_parti_1eb557903d,loan_direct_harmonized__plus_disbursements_n__observed_partial_sum,DL harmonized: PLUS disbursements count observed partial sum
dlh_plus_disb_n_statu_49ee7189cf,loan_direct_harmonized__plus_disbursements_n__status,DL harmonized: PLUS disbursements count status
dlh_plus_disb_779797e24a,loan_direct_harmonized__plus_disbursements,DL harmonized: PLUS disbursements
dlh_plus_disb_partial_97f70b0e23,loan_direct_harmonized__plus_disbursements__observed_partial_sum,DL harmonized: PLUS disbursements observed partial sum
